MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HousePrice
5.3433,49.5,3.86,1.38,491,2.83,40.9897,-118.9031,4.0086
2.3875,10.0,6.07,2.04,2573,3.74,35.2694,-115.3627,2.6185
4.7157,12.3,6.7,1.79,3621,2.43,37.8458,-119.5826,3.5275
7.9474,49.4,7.47,1.85,1077,2.46,33.4474,-121.4497,5.0
2.7991,39.6,4.69,1.48,721,1.59,41.2586,-121.9441,3.7708
2.1261,46.5,3.34,1.05,520,4.0,33.8373,-115.3826,1.9266
3.4598,14.5,6.43,2.01,261,2.48,34.6365,-122.5557,2.5917
3.8104,32.6,6.8,1.82,575,2.92,37.8023,-119.9561,3.9988
6.3587,38.0,6.94,1.8,1474,2.45,39.7589,-122.3908,4.6904
3.4002,37.0,5.86,1.6,1115,3.42,38.3838,-116.4123,3.0174
2.9343,24.2,4.9,1.59,3660,2.77,34.7053,-119.4614,2.2118
2.0982,5.7,3.19,1.11,806,2.22,32.509,-120.7183,2.1202
1.4292,32.4,3.53,1.11,1620,3.26,39.6929,-120.6168,2.3829
1.7794,16.9,4.17,1.58,1006,2.14,41.8595,-115.6074,1.702
1.7739,26.2,3.7,1.11,1062,2.5,40.1942,-118.6515,2.2011
3.2178,50.0,4.76,1.46,574,1.74,36.872,-116.9777,3.0876
1.5658,23.8,3.87,1.37,928,2.15,41.0858,-115.1502,2.1461
3.5948,44.5,5.09,1.27,964,3.11,36.3936,-115.1022,2.7962
8.8627,13.9,8.36,2.24,1672,1.82,37.4869,-120.9492,5.0
6.4542,36.6,6.02,1.55,3589,2.11,37.0327,-114.585,4.6369
3.2015,50.9,4.35,1.49,679,3.0,36.7524,-124.0463,3.2073
11.8554,9.8,9.09,2.17,252,2.67,39.8643,-120.4563,5.0
3.8175,5.4,6.07,1.82,1023,4.2,37.5043,-115.1629,2.678
4.1041,25.4,3.78,1.42,1144,4.1,35.5088,-121.4987,2.8614
3.4254,9.4,5.98,1.82,421,2.48,34.9525,-121.5146,2.6777
3.6362,40.2,6.29,1.8,1915,3.33,32.8586,-121.2133,3.2006
2.7489,48.0,4.41,1.35,5234,3.45,38.0404,-118.0544,3.4138
3.2259,25.4,2.85,0.98,3698,2.64,34.6846,-119.829,2.9852
7.6446,17.2,7.3,2.18,463,2.1,33.9073,-116.8873,4.9914
6.8156,25.4,7.04,1.8,2699,2.99,38.7114,-115.1719,4.5319
1.114,39.0,2.86,0.92,1663,2.9,38.9715,-117.4232,1.6278
1.6584,5.4,3.58,1.32,926,2.74,39.6455,-122.2144,1.9455
2.405,32.7,5.67,1.51,1133,3.27,37.284,-114.7866,2.884
5.906,33.8,7.08,1.77,2473,2.55,40.9935,-121.6022,3.9714
6.8944,35.0,6.4,1.56,985,2.31,41.3953,-122.7711,5.0
5.3327,16.4,4.92,1.41,761,3.07,40.17,-123.3823,4.6185
1.9583,38.6,3.91,1.27,1016,3.23,38.5381,-118.5535,2.8299
2.7783,9.3,4.5,1.44,1239,2.29,35.3853,-123.1396,3.0045
4.758,14.4,6.25,1.89,451,3.56,41.838,-122.8845,3.6977
3.2518,46.2,4.52,1.48,2974,1.94,35.1043,-121.2397,3.5181
3.0203,39.7,5.22,1.52,1546,2.65,34.4252,-121.4271,2.7793
3.0435,5.6,6.37,1.75,1404,2.85,36.7005,-118.1368,2.8304
6.5518,16.7,7.58,2.09,326,2.62,33.04,-115.9692,4.3916
5.0086,15.1,5.97,1.88,1312,2.66,41.7957,-116.5342,3.6436
3.1309,17.7,4.73,1.47,355,4.12,38.0901,-121.6227,3.2153
4.3826,16.6,5.34,1.5,298,2.49,37.791,-121.7978,3.1885
1.8211,7.9,5.04,1.36,1099,4.46,38.7301,-114.4489,1.791
2.7811,26.6,4.17,1.12,819,3.26,37.2217,-124.216,2.8316
6.2272,39.4,6.77,1.95,1266,3.06,32.8046,-115.3269,3.8891
1.5162,33.5,3.95,1.38,312,3.29,38.317,-122.2628,2.3927
5.0405,36.6,5.62,1.71,877,4.52,39.3037,-114.6377,3.086
1.1084,8.8,2.57,0.99,431,2.4,36.4591,-120.8085,1.9985
8.3084,49.7,8.24,2.36,5421,2.33,39.6943,-119.8084,5.0
2.7466,44.4,4.6,1.35,1188,2.55,34.6565,-117.0874,2.648
4.5476,42.8,6.13,1.87,1596,3.02,34.6021,-118.3058,3.3759
3.9291,43.7,4.93,1.48,672,1.96,34.0335,-121.057,3.3941
4.0037,48.8,6.38,1.68,319,3.01,36.034,-118.6509,3.8644
4.3419,30.6,4.9,1.57,4669,4.02,40.5466,-116.8468,3.4801
1.3825,14.4,5.2,1.6,605,3.09,40.3652,-123.8682,1.9034
4.0466,34.0,4.03,1.36,862,2.82,36.1368,-124.1858,3.1158
3.3528,39.9,5.36,1.58,1459,2.63,38.0966,-119.6277,3.4328
2.7545,39.7,5.03,1.5,230,3.54,39.3478,-122.9553,2.7864
2.4043,29.5,3.81,1.62,2195,2.5,34.7915,-117.5237,2.4044
4.0993,8.2,5.8,1.84,1123,4.11,34.0973,-122.1167,3.049
2.1402,22.4,5.31,1.67,591,4.16,41.7349,-119.8849,2.5689
6.1701,48.3,4.93,1.5,276,3.15,38.3668,-122.2838,4.8693
4.7183,32.5,6.23,1.9,413,2.99,41.8234,-118.7055,3.3301
4.2284,30.3,3.54,1.29,2905,3.62,35.7087,-123.1163,2.6155
6.0378,17.6,5.85,1.67,1590,3.66,39.1788,-124.0643,3.9435
1.2784,22.3,5.07,1.47,545,2.52,34.6147,-123.7785,2.7585
1.7905,47.1,3.61,1.21,281,2.68,34.9814,-114.5666,3.0478
4.8254,36.3,4.96,1.02,1608,2.21,37.3631,-122.8487,4.5004
2.4781,42.0,4.33,1.4,1220,3.25,35.5364,-117.0735,2.5785
2.645,26.4,6.24,1.67,822,3.4,34.0924,-123.6072,2.1657
1.6592,34.6,2.53,1.24,742,2.19,34.9974,-123.1968,1.4597
2.1433,16.7,3.44,1.19,493,2.73,32.8396,-119.1095,1.8925
6.2406,38.2,7.94,1.91,1529,2.19,39.192,-119.5583,4.5463
4.7673,25.1,7.35,1.96,4435,2.46,37.1751,-114.5939,3.9478
4.076,25.8,5.36,1.42,432,3.33,33.3953,-114.6627,3.3568
2.6993,35.5,3.63,1.3,1291,2.56,34.1311,-116.348,2.6464
3.9451,49.0,7.04,1.95,862,2.82,33.4741,-118.1586,3.2607
6.5218,8.0,8.19,2.28,910,2.02,38.3196,-119.6594,3.951
2.5104,43.8,5.05,1.39,552,3.11,33.395,-120.667,2.9165
3.6319,18.7,4.53,1.41,2292,2.97,39.6657,-114.6397,3.04
8.5755,25.9,8.11,1.92,997,2.56,32.6949,-118.1503,5.0
5.2969,6.0,6.05,1.82,1141,2.89,34.8691,-118.3935,3.0872
2.7195,19.1,4.9,1.56,636,3.11,40.9613,-121.9346,2.9412
5.0797,28.6,7.21,2.02,441,2.51,39.326,-123.8237,4.2098
1.5039,7.6,4.61,1.42,308,2.11,33.1932,-114.6591,1.3118
3.5563,28.1,4.27,1.42,1703,4.08,40.3007,-121.0999,2.7829
5.0769,48.6,7.15,2.17,462,2.62,37.1838,-119.7856,4.4183
4.5043,10.0,5.95,1.65,1606,2.94,40.5444,-123.1307,3.3379
5.0518,40.9,6.58,1.84,794,3.61,38.207,-115.7634,4.4334
5.6281,24.3,7.55,1.85,845,5.12,38.9774,-124.0182,4.3232
4.6868,35.8,4.92,1.35,960,2.25,41.9383,-115.7933,3.4944
4.6179,17.2,5.74,1.66,750,3.27,34.7072,-122.8691,3.435
4.1245,12.5,5.05,1.68,327,2.58,38.4275,-115.257,3.0088
2.0147,12.5,2.95,1.05,645,2.68,36.8731,-116.8563,1.7163
6.2392,8.3,7.02,1.87,1508,2.57,32.8748,-122.6204,3.7272
3.6231,13.7,7.18,1.88,1515,2.32,32.6375,-118.5287,3.1693
5.2299,36.2,4.67,1.35,605,2.98,33.6327,-121.1109,4.1462
5.9133,46.4,6.52,1.85,940,2.12,38.6664,-122.482,4.7952
2.7915,43.3,5.19,1.31,458,3.57,37.888,-115.5363,3.4031
2.9218,37.2,4.85,1.66,483,3.03,37.7576,-120.1841,2.7603
3.1316,10.2,4.79,1.36,228,3.25,32.8026,-120.2349,3.1277
6.8454,18.6,6.07,1.82,2925,2.72,36.9584,-122.5672,4.1119
2.2476,19.6,4.53,1.22,484,2.78,41.2839,-120.3927,2.1315
7.4554,16.7,6.87,1.97,510,3.17,36.2771,-115.4095,3.898
4.1008,29.2,3.71,1.34,594,2.3,38.4368,-120.5961,3.1466
4.2524,30.2,6.51,1.86,364,2.79,39.9083,-114.5936,3.2372
5.7791,21.8,7.23,1.8,1424,2.48,39.9473,-114.6476,4.1673
3.864,21.6,5.36,1.61,294,2.47,37.4332,-122.822,3.3398
6.2749,43.9,6.95,1.71,373,1.73,40.6505,-122.4914,4.3882
2.7896,42.1,5.53,1.57,1442,3.8,36.2181,-115.5007,2.6682
7.3324,19.5,7.58,2.17,698,2.59,40.9426,-120.2938,4.6796
2.904,47.9,5.47,1.71,1677,3.7,34.7822,-124.2554,2.5408
7.4765,49.8,7.25,1.95,1178,3.64,35.1621,-121.5065,4.835
2.9452,20.4,5.82,1.52,555,2.23,33.0046,-118.2042,2.398
3.179,21.7,5.16,1.63,1463,2.35,40.058,-116.1475,3.2859
2.1081,28.8,4.42,1.39,348,4.54,36.462,-122.9394,2.5271
2.4189,49.2,3.44,0.84,1123,4.05,34.6766,-123.1725,3.0533
3.6325,46.2,5.41,1.7,890,2.98,34.702,-114.8947,2.6755
4.1813,9.8,4.84,1.47,574,3.15,41.0633,-116.6383,3.4484
6.0424,23.5,6.11,1.9,1312,2.62,40.4222,-118.2842,4.595
3.2987,31.0,4.33,1.2,2661,3.26,37.7585,-116.4543,2.1325
1.9656,28.6,3.33,0.8,8000,2.57,38.3531,-119.9257,1.9666
4.5094,14.1,7.41,2.02,1323,1.78,37.0061,-116.5638,3.5398
4.0374,45.4,6.49,1.84,822,2.21,36.2208,-120.5076,3.8936
4.7653,36.8,7.4,1.73,506,3.01,41.197,-121.8102,3.7992
2.6059,44.4,3.59,1.07,557,2.32,33.6933,-116.8641,2.5924
2.7682,45.4,4.72,1.86,983,2.96,36.4752,-120.0193,2.7406
2.6064,40.2,3.53,1.16,749,2.36,35.7733,-114.29,2.6252
6.6412,25.6,6.43,1.9,3142,2.53,37.2324,-120.7353,4.8451
7.3688,33.7,6.69,1.74,751,3.51,36.8475,-114.8984,4.4368
2.7068,12.5,5.62,1.31,761,3.15,37.4295,-114.7838,2.7399
2.7353,36.7,4.32,1.34,781,2.99,33.8292,-121.8331,2.5303
5.1074,13.4,6.92,1.84,2374,3.53,37.3748,-116.1581,3.1848
7.7912,37.6,8.16,2.07,1462,3.29,34.803,-119.8826,5.0
8.6669,15.8,10.04,2.49,1343,3.87,34.2511,-114.9412,5.0
2.6431,10.5,3.4,1.22,688,2.72,33.1159,-119.7087,2.538
2.9988,12.8,5.81,1.64,2244,2.74,39.7452,-116.7081,2.1447
4.2935,5.1,6.49,1.61,247,2.22,36.5607,-119.5369,3.0092
4.4012,38.8,4.86,1.55,2656,2.74,38.4531,-121.9764,3.9255
3.3656,39.4,5.83,1.37,1063,3.58,39.4121,-122.2666,3.3387
2.3767,29.2,4.69,1.13,809,3.78,38.9535,-119.9606,2.22
3.6355,12.6,5.0,1.61,1025,3.58,36.9698,-116.594,2.8992
8.6621,8.9,7.54,2.08,1521,1.92,36.185,-118.1283,4.8108
2.7891,5.9,4.1,1.31,215,3.65,36.0716,-117.276,2.8697
4.1589,12.8,7.14,1.72,2663,1.9,38.5805,-121.4203,3.8793
11.6451,46.9,9.99,2.39,910,3.54,37.2005,-119.3894,5.0
2.7684,16.4,5.29,1.52,704,2.78,40.5668,-123.8472,3.2629
5.2308,21.7,5.51,1.36,379,3.42,40.8097,-115.9612,3.6974
8.8543,10.0,7.69,1.93,895,2.2,34.1203,-114.2031,5.0
5.0026,15.5,6.87,1.97,1023,3.7,33.7942,-120.1498,4.0427
6.4014,29.4,5.76,1.87,820,2.12,38.4888,-124.1882,4.6073
5.5921,33.6,6.02,1.64,1562,2.6,35.3616,-122.5681,4.0417
4.8005,16.5,5.91,1.79,856,2.4,32.6764,-117.6442,2.7501
7.2445,7.7,7.44,1.7,4106,1.95,40.9421,-118.0568,4.4697
5.147,23.4,5.94,1.79,1297,3.06,34.6556,-116.2638,3.8496
3.3836,16.0,5.35,1.45,2177,4.08,41.3282,-121.7104,3.2485
3.9962,15.3,5.95,1.74,339,4.6,39.3156,-116.511,3.1949
4.4782,50.1,6.27,1.72,808,3.06,39.7452,-117.2826,3.6641
2.9894,34.0,4.01,1.5,693,3.67,34.4139,-121.0073,2.1065
4.0893,31.2,5.23,1.41,1211,3.14,34.7248,-118.736,3.0959
3.7919,24.5,6.23,1.84,2569,3.3,37.452,-122.7978,3.1403
5.1389,25.2,6.8,1.82,298,2.79,34.1349,-119.6838,3.6647
10.0865,30.4,7.95,2.07,290,3.12,35.4016,-115.3118,5.0
4.214,37.7,5.81,1.63,2479,3.32,35.5539,-120.0038,4.1726
7.8933,38.0,6.15,1.6,487,2.65,34.0165,-115.7364,5.0
5.0452,13.1,6.06,1.71,1526,2.95,34.4492,-118.2794,3.3575
4.0798,28.5,6.97,1.88,1139,2.96,39.9912,-122.3429,3.4722
2.9025,24.4,3.98,1.33,2347,3.5,34.0884,-118.3727,2.5562
4.0956,45.9,4.79,1.47,360,2.36,32.7703,-119.139,3.1866
3.9677,34.7,5.99,1.82,367,2.97,38.4789,-120.2339,3.4976
2.5148,30.0,3.27,1.29,1177,4.15,41.7718,-123.0798,2.8301
2.7249,10.4,4.13,1.17,3711,3.7,35.6465,-120.0496,2.3684
4.4976,33.5,6.18,1.87,843,3.81,33.6272,-123.5578,3.7919
7.8526,10.5,7.2,1.76,675,3.01,37.9187,-123.2926,5.0
3.5729,20.8,4.95,1.58,1320,3.19,41.1104,-120.0577,2.4105
1.6185,11.7,4.57,1.51,3399,3.6,39.9486,-121.1851,2.2209
1.0358,37.5,3.96,1.01,2376,3.94,38.4139,-114.8594,1.6686
2.087,14.7,4.47,1.41,6680,1.83,35.493,-120.4678,1.7474
5.2985,23.4,5.91,1.61,227,2.21,37.6479,-116.5698,3.3692
1.7897,47.1,4.37,1.26,344,3.79,33.3668,-118.8915,2.6022
5.7322,14.6,6.34,1.97,1328,2.83,38.95,-117.1183,3.74
5.1507,28.9,6.46,1.69,2262,2.6,39.3884,-121.6468,3.3575
3.5096,24.7,4.71,1.32,603,2.25,41.6678,-114.6926,3.1247
2.5266,5.9,4.37,1.39,528,2.67,34.9738,-118.8931,1.7044
3.2502,42.3,4.16,1.43,2056,2.16,32.6753,-115.8205,2.9395
4.4406,8.2,5.64,1.61,270,4.25,37.6833,-120.5765,3.2682
1.8207,27.3,3.44,1.36,753,2.99,39.2145,-123.2778,2.6694
7.4449,31.4,6.58,1.89,1046,2.97,40.0089,-117.4281,5.0
4.4197,34.5,5.86,1.35,1186,3.35,34.3405,-124.2209,3.1837
4.6811,37.4,5.98,1.62,1765,3.58,34.9867,-119.452,3.6406
5.1319,16.9,6.71,1.76,726,3.57,37.3696,-122.3334,3.651
7.0752,5.5,6.9,1.95,1338,3.64,35.6407,-117.9008,4.3671
4.1008,39.0,5.79,1.26,1256,2.62,40.6749,-114.3099,3.5254
5.3001,30.2,6.62,2.21,1152,2.82,37.0007,-119.5631,3.7957
2.5491,44.3,4.89,1.56,1428,3.46,40.096,-115.9615,2.6375
8.6854,43.6,7.55,2.03,560,2.68,38.0159,-119.1206,5.0
3.9577,44.6,5.49,1.78,306,3.0,39.8444,-119.2424,3.9064
2.5424,27.8,4.82,1.81,352,3.24,35.6604,-114.8097,2.591
2.9029,20.7,4.75,1.58,505,3.47,40.3985,-115.2223,2.8971
1.2418,42.2,2.08,1.06,1032,1.93,35.1084,-116.2848,1.8819
2.893,26.2,4.86,1.49,2402,3.43,37.6879,-121.2782,2.5297
0.9127,13.6,5.32,1.54,1650,2.86,34.5331,-118.7409,1.294
5.5,45.2,6.01,1.63,2067,3.42,37.0175,-122.0162,4.3653
4.6082,46.5,5.18,1.41,719,3.47,35.5227,-119.772,3.3933
2.1545,26.9,4.59,1.32,822,3.96,35.0337,-119.361,2.9937
3.6074,8.6,5.41,1.38,800,3.81,41.6864,-115.8173,2.3197
3.6929,23.2,6.17,1.72,456,3.81,34.0207,-115.1605,3.0065
1.9245,42.8,3.15,0.88,276,3.87,39.9796,-120.0709,3.0778
3.2862,47.4,5.56,1.64,1273,3.17,41.8496,-124.1194,3.7013
3.753,14.6,5.72,1.64,5636,3.02,32.6891,-115.5099,2.7477
3.2397,8.1,4.83,1.49,419,3.52,39.1408,-122.5224,2.3951
2.541,46.2,4.8,1.38,257,3.44,34.9027,-117.9568,2.3158
2.1112,23.3,5.09,1.98,2014,2.81,32.8846,-124.0453,2.6702
3.1802,30.5,5.61,1.83,549,3.24,36.3275,-120.225,3.4996
2.7061,50.5,3.71,1.06,2324,2.98,41.3846,-114.2432,2.7038
4.9583,8.1,6.63,1.86,1661,2.49,32.6118,-123.2729,3.0909
7.3,35.5,7.33,1.87,3695,3.77,38.0849,-119.9783,3.9964
5.8754,8.5,6.58,1.66,831,3.03,37.2633,-121.1671,3.5674
3.8183,22.6,5.35,1.37,1502,4.23,40.7971,-115.0681,2.9619
2.5923,42.8,4.44,1.45,950,2.02,33.298,-115.4327,3.2313
5.7943,25.4,7.43,1.88,1395,2.67,38.9745,-121.8755,4.4812
5.113,51.9,6.0,1.85,917,3.02,38.961,-123.4719,4.3943
7.038,31.3,6.33,1.91,451,3.68,38.8563,-117.9032,4.4834
4.103,20.1,5.15,1.74,1051,3.24,41.4522,-120.869,3.0801
8.4496,15.3,8.21,2.01,1102,3.19,40.3193,-117.4447,5.0
4.1037,21.5,6.45,1.86,2197,2.32,32.8987,-123.9724,3.4088
2.5857,22.5,5.03,1.6,1796,2.31,36.9753,-122.9393,1.9399
2.8424,8.2,4.02,1.23,1508,3.19,36.2806,-117.299,2.0585
4.8378,22.4,7.89,1.96,344,2.18,35.4464,-122.1338,3.509
2.7023,26.8,4.83,1.71,1730,2.68,36.7877,-115.5526,2.3378
8.4194,39.0,9.07,2.35,1033,3.3,36.1498,-123.7024,5.0
4.6334,35.9,5.66,1.73,2894,2.41,36.6072,-122.1021,3.6837
3.7751,38.3,5.69,1.52,3229,3.96,41.803,-114.1147,3.1793
3.941,5.4,6.04,1.52,268,3.73,33.342,-119.8826,3.3411
3.2217,15.2,5.91,1.6,2262,2.06,41.2612,-117.1298,2.5722
1.4175,36.1,4.7,1.42,246,2.44,37.0622,-122.4368,3.0358
2.8435,27.7,5.4,1.42,749,1.63,38.4256,-118.0793,2.5975
7.8815,5.2,7.48,1.99,1138,2.53,40.3867,-116.8937,4.7392
4.1603,42.8,5.04,1.25,392,3.46,35.9244,-121.0923,3.4665
6.2217,41.3,7.0,1.73,1846,2.75,36.589,-115.8452,4.4396
6.3134,30.8,7.53,2.11,210,3.28,36.3904,-118.1451,4.5331
3.6251,8.1,5.0,1.59,422,2.09,36.0599,-120.3309,2.9857
5.1561,41.0,6.95,1.83,1243,3.48,41.2925,-118.612,3.8317
1.4983,32.4,5.06,1.36,1704,2.67,40.3748,-118.417,1.9089
7.5531,41.8,6.8,1.71,3182,3.01,33.5355,-122.6115,5.0
7.2378,40.3,6.67,1.78,1667,2.94,33.5272,-120.1921,4.6756
4.769,42.7,5.75,1.75,1537,2.24,36.5648,-120.797,4.1264
4.2385,29.3,5.79,1.8,802,2.31,33.4372,-120.2108,2.8277
3.6502,11.6,4.77,1.38,202,3.58,38.3814,-116.5367,2.6683
6.5921,36.5,8.04,1.93,354,3.24,33.8651,-119.3781,4.5706
5.4629,34.2,6.62,1.86,1118,3.63,37.4625,-114.7088,4.0615
0.7346,39.9,3.47,1.07,1549,3.19,32.5686,-121.3045,0.9399
3.041,13.0,3.68,1.16,848,3.09,35.5077,-120.0598,2.5679
1.9692,14.2,3.13,1.32,1774,1.96,38.9333,-116.273,1.604
1.7744,46.8,4.29,1.48,1085,2.84,37.0984,-118.7305,2.6292
6.5563,40.2,5.23,1.57,292,2.98,41.7936,-118.7203,4.2367
3.6089,47.7,5.98,1.5,456,4.17,40.804,-123.7559,3.3172
4.7288,40.7,5.71,1.67,2399,3.41,35.9112,-120.2343,3.6442
3.8529,33.1,7.91,2.24,1749,3.92,32.9321,-121.5385,3.0093
1.7868,35.7,5.92,1.63,2902,3.36,40.5334,-114.1068,2.1838
1.5163,46.8,3.76,1.46,350,2.57,41.1567,-121.1548,2.1272
2.9322,32.2,4.67,1.63,5753,3.07,40.296,-115.2781,2.0219
3.0643,34.7,5.64,1.88,482,3.14,33.7155,-117.4024,3.2122
3.0632,12.4,6.2,1.79,214,2.44,41.9802,-120.8227,2.4175
3.1102,27.3,3.56,1.3,7353,2.77,34.9566,-118.7559,2.5063
9.7385,38.7,7.41,2.19,596,2.88,39.3799,-115.7265,5.0
6.1733,17.7,6.21,1.81,1523,3.96,41.1263,-115.2896,3.7719
4.1911,14.5,5.98,1.62,433,1.75,34.739,-122.664,3.0124
3.5617,19.7,5.53,1.54,1242,3.72,41.1285,-120.8364,3.141
3.6276,16.4,6.03,1.74,3013,2.44,35.4401,-120.8807,3.3631
5.3611,15.1,5.26,1.36,663,2.18,41.7759,-123.8711,3.5029
3.5444,25.0,3.27,1.13,1531,3.71,35.172,-118.198,2.7163
5.8524,47.7,7.2,2.1,450,3.44,41.5576,-115.5808,3.8193
4.4281,28.8,4.99,1.17,1376,3.75,33.0087,-120.4079,3.2205
9.7848,13.8,7.26,2.18,692,3.48,39.2381,-116.7516,5.0
3.4342,8.6,5.18,1.7,485,4.24,37.5551,-117.8975,2.3403
6.3999,37.7,7.47,1.93,651,3.34,37.0398,-120.4684,4.4339
2.0642,23.0,4.14,1.41,436,2.91,34.6232,-122.8612,1.8631
2.6267,43.6,4.21,1.34,2986,3.21,39.2032,-117.0649,2.7923
9.107,36.0,8.34,2.35,807,3.75,34.3127,-115.5834,5.0
5.7257,42.4,6.14,1.88,538,2.53,37.752,-117.3043,3.8466
4.7729,17.8,4.79,1.25,914,2.61,34.9058,-124.1176,3.3029
11.0981,37.5,9.09,2.41,664,2.81,41.5784,-122.0944,5.0
3.5884,17.4,5.57,1.58,1837,1.74,32.772,-123.5913,3.4459
6.392,49.1,7.09,1.93,4458,3.08,34.3974,-118.4821,4.0299
6.6352,34.9,7.12,1.81,892,1.87,34.802,-116.5839,4.4609
8.0867,20.3,7.06,2.17,2568,3.03,36.4336,-123.1721,5.0
1.9383,17.7,4.02,1.46,1201,3.52,34.7109,-115.749,1.9237
3.576,14.0,3.4,1.07,405,2.71,37.1678,-118.6338,1.8792
4.3884,37.6,5.78,1.45,1608,4.01,40.7884,-117.2623,3.7438
8.0182,15.3,8.95,2.23,1064,2.12,39.2646,-114.3917,5.0
4.6736,33.0,4.62,1.49,1462,3.71,38.0096,-123.4465,3.7097
6.6426,17.4,6.52,1.84,2845,3.41,33.3455,-115.1075,3.677
1.8468,36.1,4.37,1.56,897,1.97,39.0929,-123.0138,2.4149
3.1516,43.3,5.89,1.8,2977,4.63,34.0809,-120.2918,3.65
7.2237,41.6,6.98,2.04,1867,2.96,39.9705,-115.6153,5.0
3.3727,40.8,4.47,1.44,1005,2.47,34.8755,-115.0562,3.1975
3.7306,13.8,3.66,1.02,1309,2.16,36.462,-119.135,2.9617
7.9519,9.2,7.85,2.04,673,2.87,35.8295,-118.2401,4.5376
2.3107,37.9,6.02,1.86,5132,2.92,40.6587,-117.0769,2.5924
2.6041,22.3,4.78,1.45,1521,3.06,33.7022,-115.8059,2.3368
1.7445,25.3,4.03,1.38,254,2.82,37.8736,-123.0606,2.5194
8.1167,6.5,8.13,2.08,675,3.38,33.8496,-116.0373,5.0
6.1147,17.2,6.66,1.68,1372,2.77,39.1956,-119.391,4.524
6.0352,6.6,5.97,1.68,270,1.84,41.0982,-119.7036,3.4947
3.1047,46.3,5.52,1.65,229,2.91,36.6288,-119.9762,3.2773
1.6763,16.4,4.19,1.24,917,1.58,37.1369,-119.106,2.3459
1.4374,31.2,3.88,1.24,685,3.21,41.3105,-114.6605,2.2902
7.2513,6.8,6.57,1.67,892,2.41,37.4494,-118.7083,4.1957
4.9371,36.3,7.01,2.07,566,3.1,37.1322,-114.5776,4.7703
5.4295,20.2,6.79,1.81,416,3.79,37.9941,-122.461,3.4925
4.2833,47.2,5.13,1.74,1602,2.43,39.0477,-116.9138,3.24
2.4383,46.7,5.26,1.78,1067,3.64,33.5154,-116.0152,2.7529
3.1809,20.3,4.51,1.39,468,2.74,40.3006,-117.3729,3.5108
2.1274,47.3,3.65,1.08,662,4.05,36.6373,-118.1094,2.2798
1.988,51.8,3.59,0.9,1275,2.78,33.1873,-118.5389,2.474
5.8579,43.8,5.1,1.3,290,2.5,39.9687,-115.5185,4.6265
1.5036,44.7,4.28,1.15,391,3.41,36.081,-115.9192,2.2656
2.135,16.7,2.82,1.27,291,2.74,33.4535,-123.0527,2.0672
3.2797,32.1,3.99,1.31,2208,2.5,38.5209,-115.6444,3.0359
3.911,8.2,3.69,1.3,1875,2.71,40.8612,-120.0765,2.994
1.7331,9.5,3.97,0.96,1880,2.97,40.9337,-121.7123,2.4436
1.4834,51.9,3.77,1.07,1712,3.81,41.5978,-115.4284,2.8405
4.6431,20.4,5.52,1.74,1528,1.84,40.7432,-119.8933,3.6554
4.1591,40.2,4.66,1.48,978,3.01,32.5203,-116.0547,3.3725
7.1866,42.9,6.37,1.75,1434,3.37,36.1123,-121.6133,4.9963
3.9457,45.3,5.74,1.73,247,3.12,40.2762,-124.2599,3.9145
4.8871,51.9,5.49,1.84,1366,3.79,35.9794,-119.2463,3.9456
2.5121,16.4,4.76,1.42,2005,2.96,38.2147,-123.2777,2.5443
2.5688,6.9,3.83,1.28,1033,2.89,38.26,-116.6054,2.6011
1.829,24.3,4.24,1.38,731,3.36,35.9677,-121.484,2.7793
2.5252,11.1,5.56,1.97,590,3.06,41.0925,-119.7748,1.9567
3.1561,6.1,5.36,1.26,1435,2.77,37.2807,-123.4123,2.7247
6.8207,21.9,6.76,1.95,1616,3.31,36.9154,-121.3761,4.2409
2.3263,41.8,4.6,1.4,2657,2.61,41.9764,-116.3288,2.5956
10.0129,31.6,8.82,2.35,703,2.63,37.1883,-122.7538,5.0
5.1095,19.7,6.07,1.62,1962,2.68,34.1948,-117.699,3.7791
4.5813,35.8,5.49,1.59,1189,3.81,37.3742,-114.9423,3.4303
3.7866,15.9,5.14,1.63,2773,1.2,40.2332,-117.3657,2.341
3.4205,5.7,5.22,2.01,1100,3.24,39.8802,-116.0276,2.2581
2.7271,40.9,3.84,1.39,1075,3.02,39.9915,-123.1885,3.2941
1.6963,34.3,3.21,1.01,1235,1.99,39.2262,-121.7425,1.4362
2.3694,40.8,3.31,1.1,1860,3.19,34.9151,-115.1757,2.852
8.1065,6.8,6.58,1.75,4212,3.29,40.6898,-117.0059,4.8672
4.9495,44.3,5.0,1.23,292,3.35,40.9877,-117.7766,4.3859
8.0692,34.1,7.97,2.04,266,1.41,34.3445,-117.5296,5.0
2.6901,31.5,3.9,1.39,3528,3.82,33.7393,-120.0752,1.8067
2.0949,34.4,4.67,1.24,1106,2.56,41.7682,-123.8455,2.9135
3.7673,45.6,5.29,1.71,1345,3.41,40.7491,-116.2987,3.8207
2.4159,32.6,2.87,1.15,990,3.44,40.9857,-117.3771,2.8131
4.1803,32.3,6.03,1.6,318,2.47,40.9206,-119.4774,3.3385
1.5169,51.6,4.56,1.39,1954,3.4,37.646,-115.1225,2.3977
1.1674,40.6,2.91,1.32,1850,2.77,38.6408,-120.8712,1.9599
